Id;Category;Tweet;Emotion;VB;WRB;IN;VBP;JJ;WP;VBZ;MD;NN;TO;PRP;RB
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c1;allergies are fucking killing me i want to die;sorrow;1;0;1;3;0;0;0;0;0;1;1;0
1E+018;c7;@regal_cornet @propetenshi come on! you want me to go out for laps now? it’s dark and no one else is training! I pr… https://t.co/JFsN76EMlU;surprise;2;0;2;1;3;0;3;0;3;1;3;2
1E+018;c4;RT @xty___: I don't care about an argument, I'll still be here tomorrow for you.;support;1;0;2;0;0;0;0;0;6;0;1;2
1E+018;c1;@IAsonye @NwaanyiOwerre I like you my friend....It’s all love from this end 🙏🙏;peacefulness;0;0;2;0;1;0;1;0;4;0;1;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c1;sometimes i just want to disappear and let the world miss me;hopelessness;2;0;0;1;0;0;0;0;4;1;1;1
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;disgust;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;sorrow;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;RT @ForBae0: عادي جدا انتظرك بالساعات واذا جيت اسوي اني I don't care بس انا I care مره.;hopelessness;0;0;0;0;1;0;0;0;6;0;0;0
1E+018;c1;I’m so sleepy. I want to go home;sorrow;1;0;0;2;1;0;0;0;3;1;0;1
1E+018;c7;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…";information;1;0;1;1;4;1;1;0;6;0;1;1
1E+018;c7;That’s boring as fuck bitch go watch a vlive https://t.co/qUdpm9bXCQ;anger;1;0;1;1;0;0;1;0;3;0;0;2
1E+018;c7;@ndanger1234 @jhager79 @JulieSLalonde nah, I just don't have any need to interact with garbage people on here, so I… https://t.co/ZGuFECN50e;blame;1;0;2;2;2;0;0;0;3;1;0;4
1E+018;c1;When I die I want to come to a place exactly… unlike this. #bot;sorrow;1;1;0;2;1;0;0;0;6;2;0;0
1E+018;c1;RT @atiqah98: I miss you, but I know you don't care.;hopelessness;2;0;0;3;0;0;0;0;1;0;2;0
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;anger;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;Daisy has decided now is the prime time to do parkour and I really just want to sleep;hopelessness;3;0;0;0;2;0;1;0;5;2;0;2
1E+018;c4;Read this. Things get better. https://t.co/Zkm5NlTBY7;support;2;0;0;0;1;0;0;0;1;0;0;0
1E+018;c3;"Ddffhg I just remembered I have to go out for dinner tonight 
I'm tired(TM) and want to lazy surf";surprise;2;0;1;2;0;0;0;0;8;2;0;1
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c3;"an expression that i will never be able to take seriously is ""giving bedroom eyes"" i just imagine someone who is sl… https://t.co/iy0dcGY4YV";guilt;2;0;1;0;4;1;2;1;7;1;0;2
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;i just want a full 8 hours of sleep... is that so hard to ask for??;sorrow;2;0;3;0;2;0;1;0;3;1;0;2
1E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…;information;0;0;2;1;2;0;0;0;9;0;0;1
1E+018;c7;"Nowadays ""cool"" means ""i really don't care"" ""sick"" means ""awesome"" and ""i love you"" doesn't mean anything. #TeamFollowBack";disgust;1;0;0;3;4;0;0;0;8;0;1;0
1E+018;c7;Dear #Snapchat, I don't care what I look like as a puppy. Just give me a filter that makes me look like I showered.… https://t.co/9yl2qXwM5g;blame;2;0;4;5;0;2;1;0;4;0;2;1
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c1;Tell me something cute because I'm depressed rn :( https://t.co/G6Wn79Bnu4;hopefulness;1;0;0;0;2;0;0;0;4;0;1;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;"RT @santiagos58: Hey D*ckhead!
STFU no one who matters cares what you say 
Go away!

TRUMP 2020
America First 🇺🇸 Mother F*cker👊🇺🇸 https://t…";anger;2;0;0;2;0;2;2;0;7;0;1;2
1E+018;c3;RT @iamblackbear: someone asked me how often i want to die today;guilt;2;1;0;1;0;0;1;0;2;1;1;1
1E+018;c7;RT @GuitarMoog: Leavers (who won, remember) in the Cabinet appear to be having hissy fits that UKGov is going to make a proposal they don't…;anger;2;0;2;3;1;1;1;0;6;2;1;0
1E+018;c7;"yes, gender roles are a social construct, &amp; i don't agree w many of them, but my mother raised me, that as a man, i… https://t.co/im6Kw3SJlJ";thankfulness;1;0;3;2;3;0;0;0;10;0;2;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c3;I just want to go to sleep earlier than 3am ughhh;sorrow;3;0;0;0;0;0;0;0;3;2;0;1
1E+018;c7;RT @marianaavilal: I genuinely don’t understand people who harass actors, artists, writers, etc. online because they made something they do…;anger;0;0;0;2;0;1;1;0;11;0;2;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;I don't care what you have to say but the suit Harry wore in Dallas was everything;surprise;1;0;1;1;0;1;1;0;7;1;1;1
1E+018;c3;RT @iamblackbear: someone asked me how often i want to die today;guilt;2;1;0;1;0;0;1;0;2;1;1;1
1E+018;c1;Sometimes I think I tweet too much and then again I don't really care;hopelessness;0;0;0;3;3;0;0;0;3;0;0;3
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;@romeodude111 @Drewbie1985 I follow my favorite model's i don't care what studio they work for its the model's im here to support and see;hopefulness;2;0;1;3;0;1;0;0;8;1;2;1
1E+018;c1;RT @C12H22O11_Tits: I just want to be done with you;blame;2;0;1;0;0;0;0;0;1;1;1;1
1E+018;c1;@raspipop I don't care I'm just like https://t.co/U6n8sicGtU;hopelessness;0;0;1;0;0;0;0;0;4;0;0;1
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c7;RT @ensushiastic: who keeps funding this just END IT and donate all that money to mental health organizations fjdnfndhdbdb https://t.co/cnt…;anger;2;0;0;1;1;1;0;0;6;1;1;1
1E+018;c3;RT @NoChillMzansi: I should have uploaded this video a month ago cause now so many peeps have uploaded it but anyway I don't care tbh😂😂😂 ht…;blame;1;0;1;3;3;0;0;1;7;0;1;3
1E+018;c7;"@GayGarbageCan Weight lifting would burn them.
I used to do weightlifting. I was never as thin as you, but it helpe… https://t.co/Kxnltld1ze";information;5;0;1;0;1;0;0;1;3;1;3;3
1E+018;c4;"I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery woul… https://t.co/MRpZsrvJ5Y";thankfulness;1;0;2;1;3;0;0;1;10;0;0;2
1E+018;c3;@goldfishjiminie @scopicbts Truthfully I don't care about them I stan BTS 💜💜;support;0;0;1;2;1;0;0;0;5;0;1;0
1E+018;c4;"I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery woul… https://t.co/Pn2BRBRoy1";thankfulness;1;0;2;1;3;0;0;1;10;0;0;2
1E+018;c4;RT @JordanSweeto: The suicide hotline has people who are trained and know how to help suicidal people and they are always there to listen/t…;support;4;1;0;2;1;1;0;0;5;2;1;2
1E+018;c1;I'll suck Beck dry bitch I really don't care;anger;0;0;0;1;1;0;0;0;6;0;0;0
1E+018;c7;RT @devilscompiler: I don't think most ppl in crypto care about decentralization. Many projects are doing the bare minimum or subverting it…;information;1;0;2;3;1;0;0;0;9;0;0;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;support;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;"RT @DothTheDoth: As your goth therapist, I urge you to get lost in the woods. I don't care where you go, that's between you &amp; the woods.";peacefulness;1;1;4;3;1;0;0;0;7;1;3;0
1E+018;c1;A plan to kill myself 💜💜💜;depression;2;0;0;0;0;0;0;0;1;1;1;0
1E+018;c1;ras i'm so sad because of swing.. we only have a few months left with the boys and now their stupid company decide… https://t.co/C93Q8eDUEd;depression;0;0;2;2;3;0;0;0;6;0;1;2
1E+018;c7;@NanoNago Good catch!  That has actually been a bug on all platforms since launch!  I have fixed it on our end, it'll be in a future patch.;surprise;1;0;4;1;3;0;1;0;9;0;1;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c3;RT @iamblackbear: someone asked me how often i want to die today;guilt;2;1;0;1;0;0;1;0;2;1;1;1
1E+018;c4;RT @muftimenk: In the blink of an eye, we’re already in the last ten nights of #Ramadan. Thank the Almighty for them. May He grant us choic…;thankfulness;2;0;6;1;3;0;0;1;6;0;4;0
1E+018;c7;"RT @savleenistic: Ok ok 
Calm down
@onedirection followed zayn sir
Yes yes guys ot5 is alive
ONE DIRECTION IS COMING
ALL THE 5 BOYS ARE COM…";information;0;0;0;2;4;0;2;0;9;0;0;0
1E+018;c3;RT @GrandShitpost: I Don't Know How To Explain To You That You Should Care About Other People And Their Feelings Even If These Issues Seem…;peacefulness;3;1;3;1;2;0;0;1;3;2;2;1
1E+018;c4;RT @iamblackbear: someone asked me how often i want to die today;guilt;2;1;0;1;0;0;1;0;2;1;1;1
1E+018;c7;RT @RealMediaCrooks: LOL! Who in hell would want to shoot you @jigneshmevani80? Insects are swatted not shot... In any case... Suggest go i…;information;2;0;2;3;3;1;0;1;3;1;1;1
1E+018;c3;RT @simonfromharlow: So... 72 hours after this photo was taken last year, I deleted Twitter, Facebook and WhatsApp, threw my phones into a…;depression;0;0;2;1;2;0;0;0;9;0;0;1
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;"Just binge-watched a bunch of @TheChrisMosier videos on my teams youtube account for several reasons:

1) I love Ch… https://t.co/ksxnHtNkbl";information;1;0;3;1;1;0;0;0;8;0;0;1
1E+018;c4;"RT @sarahedfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;support;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c6;@johncusack Geez. I'm a conservative woman who stumbled here. 😱. That was a vicious vile post attacking you… https://t.co/LfXFvMIlcJ;anger;0;0;1;0;2;1;3;0;7;0;0;1
1E+018;c7;"RT @SimonBruni: If remainers want Freedom of Movement

If EFTA/EEA leavers want FoM

If EU27 + EFTA citizens + Brits abroad want FoM

If mo…";blame;0;0;5;3;2;0;0;0;9;0;0;1
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c4;"RT @DothTheDoth: As your goth therapist, I urge you to get lost in the woods. I don't care where you go, that's between you &amp; the woods.";peacefulness;1;1;4;3;1;0;0;0;7;1;3;0
1E+018;c7;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb";anger;1;0;2;1;2;0;0;0;6;0;1;2
1E+018;c1;Sometimes I feel like I’m drowning in thin air, and I want to just say fuck it, and close my eyes, and sleep in a b… https://t.co/KDqmXTXAKK;depression;2;0;3;3;1;0;0;0;9;1;1;1
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;"@BradTaste Dude, you should totally work a little bit less. Maybe take another break.
 You shouldn't overwork yours… https://t.co/2fkvF5WP9y";support;2;0;0;1;3;0;0;1;5;0;2;0
1E+018;c7;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb";anger;1;0;2;1;2;0;0;0;6;0;1;2
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;hopelessness;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c3;honestly truly you don’t need to post the same picture on Snapchat everyday no one truly cares and they’re not cute;disgust;2;0;1;3;4;0;0;0;6;1;2;1
1E+018;c7;Ako flat ako pero wa koy labot kung wala ko kay gagu fats ra na https://t.co/Jalwgn4M2u;information;0;0;0;0;2;0;0;0;12;0;0;1
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;hopelessness;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c1;RT @ZelieTeresita: I don't care, I want you.;peacefulness;0;0;0;2;0;0;0;0;3;0;1;0
1E+018;c7;"RT @kellyflorentia: Pssst...do you want to know a secret? Do you promise not to tell? HER SECRET https://t.co/DB1kK7bZ2X
5⭐️‘I loved it. A…";information;3;0;0;2;1;0;0;0;5;2;3;1
1E+018;c3;"RT @TookieRakolote: When the universe didnt allow you &amp; your ex to work out when y'all were together, yes. It didnt end on bad terms but iz…";hopefulness;1;2;2;2;2;0;1;0;6;1;2;0
1E+018;c7;RT @kwameopam: I don't care what anyone says. Anne Hathaway is great.;disgust;0;0;0;1;2;1;2;0;4;0;0;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;"Hi Joss ... My name's Joss aswell.  

🤔😁😁 Ain't to many of us. But I've been support of your work for a while.  Oh… https://t.co/RanbkgaXMz";information;1;0;3;0;1;0;0;0;10;1;1;0
1E+018;c7;RT @_JackN4Tweetz_: It's hilarious how most people who got a problem with my tweets now used to follow me and couldn't get enough of my shi…;disgust;3;1;2;1;1;1;1;0;4;1;2;1
1E+018;c2;I'm having a hard time relaxing, but not bored. So I write this: If I was bored, and you appeared, what would be happening if I slowed down?;depression;2;0;3;5;6;1;0;1;2;0;1;2
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c7;RT @utdxtra: Pogba: “We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of the day, we…;hopefulness;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c7;RT @Leroyology: Don't really care if we get Jorginho, if he signs it would be great but I wouldn't worry as much. Last season we didn't rea…;blame;2;0;3;3;5;0;1;1;5;0;4;0
1E+018;c3;RT @MACPDAWG: It's all love at the end of the day;peacefulness;0;0;2;1;0;0;0;0;2;0;1;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c1;Hello i want to die;sorrow;1;0;0;1;0;0;0;0;2;1;0;0
1E+018;c4;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c3;RT @campbellclaret: Or none at all when people realise THIS IS ALL FUCKING POINTLESS. which is precisely what is happening https://t.co/3ds…;hopelessness;0;1;1;0;2;1;3;0;6;0;0;0
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c1;RT @dailytxtmsg: Maybe I don't show, but I care.;support;0;0;0;1;0;0;0;0;5;0;0;0
1E+018;c3;RT @GrandShitpost: I Don't Know How To Explain To You That You Should Care About Other People And Their Feelings Even If These Issues Seem…;hopefulness;3;1;3;1;2;0;0;1;3;2;2;1
1E+018;c5;@ADUParkYuri I'm always here for you baby /smiles/ if you're tired on the other world, just rest here with me and I… https://t.co/wIjmhV5vNX;support;2;0;4;1;3;0;0;0;2;0;2;4
1E+018;c7;"RT @TheUtdReview: Paul Pogba:

“We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of…";information;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c7;RT @GuitarMoog: Leavers (who won, remember) in the Cabinet appear to be having hissy fits that UKGov is going to make a proposal they don't…;blame;2;0;2;3;1;1;1;0;6;2;1;0
1E+018;c7;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb";anger;1;0;2;1;2;0;0;0;6;0;1;2
1E+018;c7;RT @NotBillWalton: To me, Kevin Durant is like Kim Kardashian. I don't care how successful you are right now, I will ALWAYS remember what y…;information;4;1;1;3;1;1;1;1;6;1;2;1
1E+018;c1;I just want to sleep..;depression;1;0;0;1;0;0;0;0;1;1;0;1
1E+018;c7;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb";anger;1;0;2;1;2;0;0;0;6;0;1;2
1E+018;c3;RT @GrandShitpost: I Don't Know How To Explain To You That You Should Care About Other People And Their Feelings Even If These Issues Seem…;peacefulness;3;1;3;1;2;0;0;1;3;2;2;1
1E+018;c4;"RT @sarahrhfit: I can’t thank everyone enough for all of the love &amp; attention i’ve gotten lately. I never thought my discovery would end up…";thankfulness;2;0;2;1;3;0;0;2;10;0;0;2
1E+018;c7;If the 10,000 Villa fans who were in the Fulham end at Wembley all buy a season ticket for Craven Cottage, that wil… https://t.co/0DSEM1bynP;hopefulness;0;0;5;1;2;1;0;0;8;0;0;0
1E+018;c7;"RT @pinkot9: JYP: ""What theme shall we have for this summer CB?""

NY: ""Sexy &amp; Flirty""

JY: ""Beach Activity""

MM: ""Anything but eating water…";information;0;0;1;1;0;1;1;1;15;0;1;0
1E+018;c3;RT @kiIIakaye: you can’t force a man to see what he’s missing out on.. at the end of the day, niggas are gonna be stuck in their ways regar…;guilt;3;0;4;2;1;1;0;1;6;1;3;1
1E+018;c7;"@betterpakistan PMLN leadership silent on all issues with India, economy ruined Pak Rs rate &amp; debt in start and at… https://t.co/jBf2ugtNjY";anger;0;0;3;0;3;0;0;0;11;0;0;0
1E+018;c1;want to die;sorrow;1;0;0;0;0;0;0;0;1;1;0;0
1E+018;c7;"RT @astrosologic: Earth Signs: lmao everyone’s so fake, nobody ever asks me how I feel. No one even cares about me 

Someone: hey, are you…";blame;2;1;1;2;3;0;1;0;8;0;2;3
1E+018;c7;"RT @houbieee: ""but i don't care, you can't control my shit, bullshit""

OHMYGOD I STILL LAUGHING SO HARD IEGHFJD https://t.co/PLpZmnlBwb";anger;1;0;2;1;2;0;0;0;6;0;1;2
1E+018;c1;RT @JaniceTXBlessed: You know what, Kevin? No one cares! We don't care! Why should any sports team be invited to the White House? All any o…;hopelessness;2;0;0;3;3;1;1;1;6;1;2;0
1E+018;c1;RT @atiqah98: I miss you, but I know you don't care.;sorrow;2;0;0;3;0;0;0;0;1;0;2;0
1E+018;c1;I WANT TO DIE;sorrow;1;0;0;1;0;0;0;0;1;1;0;0
1E+018;c7;RT @CaitlinMyLove_: Imagine meeting someone who’s just as tired of getting it wrong as you, and y’all end up getting it right.;depression;2;0;3;1;2;1;1;0;5;0;3;2
1E+018;c7;ang saya kaya maging poste https://t.co/GP3Q5zjRvD;information;0;0;0;0;0;0;0;0;5;0;0;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c3;"Great thread, compete with self-deprecation. ""Your brain can be fixed.""👏🏼 Too right. Let's keep talking about it.… https://t.co/vTF5kSIWtV";support;2;0;2;0;4;0;0;1;5;0;0;1
1E+018;c7;RT @sweartothesky: ras i'm so sad because of swing.. we only have a few months left with the boys and now their stupid company decide to ba…;blame;1;0;2;2;3;0;0;0;6;1;1;2
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
1E+018;c7;"RT @DavidTylerPozz: What I learnt at last night's Crouch End Labour Party meeting
1) There's no antisemitism
2)  It's all a smear
3)  I'm w…";information;1;0;1;1;4;1;1;0;6;0;1;1
1E+018;c3;@langasphesh @AutoboysGlass @AdvBarryRoux @tumisole @CakesNandi I'm just tired of trying to explain myself to them… https://t.co/LsVShIXf3l;depression;2;0;1;0;0;0;0;0;3;2;1;1
1E+018;c1;At some point you have to ask yourself is all the pain worth it in the end?;hopelessness;1;0;3;1;0;0;1;0;3;1;3;0
1E+018;c7;"RT @TheUtdReview: Paul Pogba:

“We’re all brothers in front of God. When you're religious, it's like we're all brothers. And at the end of…";information;1;1;5;1;0;0;0;0;9;0;2;0
1E+018;c7;RT @muftimenk: Make a commitment to start a new beginning when #Ramadan ends. Give up at least one bad habit in this blessed month. Do it s…;peacefulness;4;1;2;1;5;0;0;0;5;1;1;0
1E+018;c7;RT @MisterSalesman: Baby, let's go. I'm ready to leave in broad daylight if i have to ... i don't care what people think they can judge me…;happiness;4;0;2;2;2;1;1;1;7;2;1;0
1E+018;c3;RT @HUNTYCHAN: this is kind of like a metaphor for men. the water is trash, and when you put it into a taller container it looks better and…;anger;0;1;4;1;1;0;3;0;7;0;3;0
1E+018;c4;RT @wafilahh: try to keep your heart pure and soft, learn to forgive. at the end of each day, let go of all negativity. you owe it to your…;peacefulness;4;0;3;1;1;0;0;0;7;3;2;0
1E+018;c7;Mortal Engines is the first time in my life that a book I care passionately about is being made into a movie. Not s… https://t.co/lc4r4c76WP;peacefulness;2;0;4;0;2;0;2;0;8;0;0;1
1E+018;c7;"They have no twitter! 😒

But I don't care! Keep fighting! 😍
And need to find coffee.... 
#PickUpShadowhunters… https://t.co/1Awoi5mqqJ";surprise;2;0;0;2;1;0;0;0;8;1;1;0
1E+018;c7;"RT @AskJMcC: Thank you @simonfromharlow for sharing your inspiring story to help others.
#ItsOkNotToBeOk and with help people recover, just…";thankfulness;1;0;2;0;1;0;0;0;9;1;1;0
1E+018;c7;"RT @deguzmankarenn: -FLAT CHESTED
-WALA KANG DEDE WAG KANG MAGMAGANDA
-DI MO NA KAILANGAN MAGBRA, WALA KA NAMANG DEDE EH

tbh i'm just so t…";information;1;0;0;2;3;0;0;0;13;1;0;2
1E+018;c7;More #wmty18 #WMTYsheffield from yesterday's Improvement Forum: What matters is that I am the expert and the profes… https://t.co/UA5lE86P99;hopefulness;1;0;2;1;1;1;1;0;7;0;0;0
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c7;"RT @SimonBruni: If remainers want Freedom of Movement

If EFTA/EEA leavers want FoM

If EU27 + EFTA citizens + Brits abroad want FoM

If mo…";information;0;0;5;3;2;0;0;0;9;0;0;1
1E+018;c7;@gracenparchman honestly why does anyone care? they LOVE us we LOVE them it’s all LOVE on this end G😘 #GoodnightWorld #LoveMyFans;surprise;0;0;1;3;1;0;1;0;9;0;6;0
1E+018;c1;RT @sophiaachris: Sometimes I think I tweet too much and then again I don't really care;hopelessness;0;0;0;3;3;0;0;0;3;0;0;3
1E+018;c7;RT @QGotNoRings: Y'all would make women orgasm more if you actively asked them what they want, what's working, what's not and how you can d…;information;5;1;1;2;0;3;0;2;1;0;4;1
1E+018;c3;@VanityFair @johnlegend @chrissyteigen No one cares.;sorrow;0;0;0;0;0;0;0;0;1;0;0;0
1E+018;c7;RT @PandaFrinky: Sebenarnya, banyak kali jugak terasa hati. Tapi aku lebih suka diam daripada bagitahu. Sebab aku tahu at the end of the da…;information;0;0;2;0;0;0;0;0;18;0;0;0
